hash_bits,matrix_dim,candidate,mean_gap,std_gap,energy,is_target
44,24,0,0.4356092743,0.8226458432,296.8312773464,0
44,24,8388,0.3835188444,0.8374936809,268.4065653341,0
44,24,16776,0.3869200394,0.7565540759,269.4343100497,0
44,24,25164,0.3545160922,0.7694739698,255.7297826129,0
44,24,33552,0.3696334202,0.6280808958,266.0217460002,0
44,24,41940,0.3456048387,0.7579375816,249.2804603510,0
44,24,50328,0.3518003293,0.7085029397,251.6649639259,0
44,24,58716,0.3400999216,0.7439205098,245.3823827668,0
44,24,67104,0.3636949770,0.5923092787,264.6953275060,0
44,24,75492,0.3261274361,0.7241754189,245.7273437728,0
44,24,83880,0.3283971353,0.6439199251,246.7491603354,0
44,24,92268,0.3522142500,0.8013562244,248.6075422554,0
44,24,100656,0.3385218770,0.6079614767,252.3425457830,0
44,24,109044,0.3623022788,0.7465865295,247.0527050843,0
44,24,117432,0.3225845578,0.6951124093,241.9226293889,0
44,24,125820,0.3742054657,0.7337652333,247.6748862721,0
44,24,134208,0.3597261582,0.6518542742,260.0584549437,0
44,24,142596,0.3251068401,0.6031745734,248.3467578798,0
44,24,150984,0.3314742316,0.7474956043,247.0611734119,0
44,24,159372,0.3124135740,0.7423699872,242.8280086644,0
44,24,167760,0.3134935638,0.5538134806,245.5707367355,0
44,24,176148,0.3303341651,0.6692989523,251.7070599574,0
44,24,184536,0.3354033274,0.7810425917,247.5765103691,0
44,24,192924,0.3564378861,0.7312076520,248.3517240370,0
44,24,201312,0.3311708525,0.5747341901,247.2204378926,0
44,24,209700,0.3010939044,0.6117719592,241.5341543751,0
44,24,218088,0.3506153649,0.6591215726,244.2535293263,0
44,24,226476,0.3282774278,0.6507510712,240.3547444883,0
44,24,234864,0.3065737380,0.6031897689,241.8305810530,0
44,24,243252,0.3317467868,0.5981130571,247.5347618248,0
44,24,251640,0.3441248094,0.5896029237,246.0385172102,0
44,24,260028,0.3824247365,0.6833192511,254.1203181260,0
44,24,268416,0.3562661919,0.6306648805,259.9526537301,0
44,24,276804,0.3145178083,0.5668203563,247.2782684132,0
44,24,285192,0.3274452367,0.6011418907,248.4917113851,0
44,24,293580,0.3565815529,0.6265306024,247.0335803029,0
44,24,301968,0.3046618012,0.5923042331,240.8133673484,0
44,24,310356,0.3175233438,0.6050966153,241.9783260300,0
44,24,318744,0.2984748725,0.6291644242,239.0574913322,0
44,24,327132,0.3794533459,0.7212143002,249.8206035862,0
44,24,335520,0.2998435750,0.4587794592,242.3763198283,0
44,24,343908,0.3350588329,0.6103162357,242.2522884544,0
44,24,352296,0.3311745058,0.6353469741,248.1875920705,0
44,24,360684,0.3410871659,0.5588142791,250.4581866832,0
44,24,369072,0.3111135873,0.5874471850,243.4745958877,0
44,24,377460,0.3116733774,0.5546190697,243.6337536876,0
44,24,385848,0.3039314296,0.5548751830,242.6245136798,0
44,24,394236,0.3607228544,0.5288695608,252.6310707851,0
44,24,402624,0.3237798063,0.5806232578,247.0877924759,0
44,24,411012,0.3043374785,0.5342260833,243.0664097452,0
44,24,419400,0.3013590762,0.6006045057,240.4976348894,0
44,24,427788,0.2951811980,0.4281621303,246.7086402575,0
44,24,436176,0.3062246254,0.5275770831,240.6695487021,0
44,24,444564,0.2926823710,0.6062682518,239.8786990052,0
44,24,452952,0.2991644903,0.5607537632,237.7698467101,0
44,24,461340,0.2834751665,0.3879076983,244.5792109072,0
44,24,469728,0.2920354145,0.5068081255,238.5901968374,0
44,24,478116,0.2778908641,0.4905245274,236.1757346546,0
44,24,486504,0.2950859700,0.5166664650,239.6210378119,0
44,24,494892,0.2797038432,0.4573396973,240.3150591948,0
44,24,503280,0.3249812761,0.4842252940,244.1961791795,0
44,24,511668,0.3207503367,0.5009154658,245.2672618453,0
44,24,520056,0.3523126125,0.5306860723,250.2853092958,0
44,24,528444,0.3398095654,0.6226004265,256.0682643287,0
44,24,536832,0.3488195592,0.5725097039,259.2653697398,0
44,24,545220,0.3164869542,0.5908629402,246.9823696725,0
44,24,553608,0.3167074359,0.5468270465,245.8166569444,0
44,24,561996,0.2929587900,0.5990579040,237.3663794625,0
44,24,570384,0.3155646166,0.5470895041,246.1700126591,0
44,24,578772,0.2841249014,0.5950559074,235.3099785643,0
44,24,587160,0.3053876965,0.5531311952,240.1019374444,0
44,24,595548,0.2753636776,0.4519091210,235.2514017127,0
44,24,603936,0.2884495300,0.4390956432,240.0522661469,0
44,24,612324,0.3098814935,0.5637288712,235.6771084338,0
44,24,620712,0.3127708851,0.6106340575,241.5978327747,0
44,24,629100,0.2950102387,0.5403938267,234.3411655588,0
44,24,637488,0.2836339615,0.4442990164,241.7824805252,0
44,24,645876,0.3260665866,0.5279154507,239.1636203332,0
44,24,654264,0.3392847167,0.5573142022,245.0718980673,0
44,24,662652,0.3274274237,0.4504743892,242.2009360664,0
44,24,671040,0.2895120043,0.4425789494,241.2767578876,0
44,24,679428,0.2806337831,0.4194976468,243.3637173266,0
44,24,687816,0.3215106770,0.5483578644,244.5678555605,0
44,24,696204,0.2975765286,0.4933628506,237.2653352860,0
44,24,704592,0.3223761599,0.5822985046,246.8838415365,0
44,24,712980,0.2851576847,0.5221780708,242.0838411961,0
44,24,721368,0.3248389250,0.4838805333,249.6823777255,0
44,24,729756,0.2664127033,0.4843292371,233.0284801859,0
44,24,738144,0.2945574386,0.4790005869,239.0237320973,0
44,24,746532,0.2725799720,0.4417305870,238.4450096036,0
44,24,754920,0.2930558906,0.4405501743,242.1640065825,0
44,24,763308,0.2834970869,0.4499086098,233.0646239246,0
44,24,771696,0.2802624643,0.4302561969,242.7421281790,0
44,24,780084,0.3096126314,0.4683474722,245.2405793582,0
44,24,788472,0.3399610771,0.4219207394,251.8644991538,0
44,24,796860,0.3029632471,0.4391995519,239.2011181286,0
44,24,805248,0.3135645361,0.5322312207,246.3133209675,0
44,24,813636,0.2763452352,0.4294598709,237.0404213645,0
44,24,822024,0.2981206587,0.4636708046,242.3653081198,0
44,24,830412,0.3036309439,0.4684598327,234.8317566467,0
44,24,838800,0.2813137050,0.4839351909,236.9316123250,0
44,24,847188,0.2711354220,0.4355741021,232.8213305450,0
44,24,855576,0.2883168970,0.3696132633,244.8473917620,0
44,24,863964,0.2846304552,0.4031263980,233.0504049157,0
44,24,872352,0.2776200716,0.3920170454,237.1228875610,0
44,24,880740,0.2759410706,0.4862540224,240.2984565261,0
44,24,889128,0.2868332639,0.5085681903,237.9848745177,0
44,24,897516,0.3290756152,0.5360274992,240.4077284997,0
44,24,905904,0.2632992950,0.4067402004,235.3076612289,0
44,24,914292,0.3112541463,0.4556849164,241.8116708763,0
44,24,922680,0.2840182206,0.3637009023,241.9988650870,0
44,24,931068,0.3116689042,0.4571670779,239.0858641316,0
44,24,939456,0.2785033440,0.4298596690,239.0026203059,0
44,24,947844,0.2539293512,0.3880520819,237.0509301568,0
44,24,956232,0.2686183873,0.3909928430,236.3007444501,0
44,24,964620,0.2707790993,0.4524207632,243.1873165331,0
44,24,973008,0.2771649422,0.4178526805,239.7190138268,0
44,24,981396,0.3048509942,0.4327434057,243.0320768032,0
44,24,989784,0.2557985630,0.3577850543,236.4026523617,0
44,24,998172,0.2756384975,0.3731051447,237.6969311315,0
44,24,1006560,0.2979210847,0.3788870274,241.1545570114,0
44,24,1014948,0.2974781973,0.3899760095,242.4546644934,0
44,24,1023336,0.2873516826,0.3577163636,239.6015344686,0
44,24,1031724,0.3063373729,0.4554576665,246.5241741610,0
44,24,1040112,0.3247184176,0.4325182573,250.7121918478,0
44,24,1048500,0.3622946549,0.6293003462,261.3645056182,0
44,24,1056888,0.3407674748,0.6196723608,252.6651140733,0
44,24,1065276,0.3214975524,0.5947109011,249.0881414705,0
44,24,1073664,0.3461780037,0.6089022268,258.3795441943,0
44,24,1082052,0.3174616946,0.5523615997,247.2196126965,0
44,24,1090440,0.3120441334,0.5478729182,244.4597400060,0
44,24,1098828,0.3010238857,0.5928129617,242.5516099050,0
44,24,1107216,0.3020993921,0.5366716496,243.9683480793,0
44,24,1115604,0.2916269690,0.4795093722,241.8708927699,0
44,24,1123992,0.2853236713,0.5527392089,234.8225487984,0
44,24,1132380,0.2837695650,0.5262534871,234.2954199698,0
44,24,1140768,0.3134115604,0.5613279935,244.9716784944,0
44,24,1149156,0.2893512189,0.6226186915,240.4447174671,0
44,24,1157544,0.2843730565,0.5289756688,233.2113627532,0
44,24,1165932,0.2853083829,0.4905440736,234.0729809821,0
44,24,1174320,0.2759626812,0.4470637683,239.7524808539,0
44,24,1182708,0.3204628370,0.4295702061,242.5330311278,0
44,24,1191096,0.2760929775,0.4327800600,232.5868072947,0
44,24,1199484,0.3025789433,0.5091127522,232.3745404441,0
44,24,1207872,0.2810769472,0.4874260630,239.1926174793,0
44,24,1216260,0.2710206455,0.3975226288,241.2421058875,0
44,24,1224648,0.2956057349,0.4851747986,237.7935914640,0
44,24,1233036,0.2920276343,0.6335594795,239.4129882476,0
44,24,1241424,0.2824411170,0.5234665123,239.4507636125,0
44,24,1249812,0.2788624035,0.4084369065,240.7729888461,0
