hash_bits,matrix_dim,candidate,mean_gap,std_gap,energy,is_target
24,14,0,0.5431260675,0.9009404127,117.4379362152,0
24,14,8,0.5150272915,0.8605046141,111.8431799263,0
24,14,16,0.5081669663,0.8185373297,111.2734612377,0
24,14,24,0.4818446158,0.8080570096,105.8380486015,0
24,14,32,0.4965440339,0.7971620943,109.4871584430,0
24,14,40,0.4698065852,0.7651073117,104.3801207819,0
24,14,48,0.4752872462,0.6889569016,107.8119426727,0
24,14,56,0.4506917631,0.6972982779,102.7731483857,0
24,14,64,0.5007768825,0.7868283647,109.0272660002,0
24,14,72,0.4800565756,0.7519690309,105.4430323969,0
24,14,80,0.4633972924,0.7207923697,103.0108577953,0
24,14,88,0.4460850755,0.7057283496,99.6371136473,0
24,14,96,0.4634769609,0.6828715266,103.9026726519,0
24,14,104,0.4446989181,0.6652206232,100.6158321349,0
24,14,112,0.4402867355,0.6581484706,102.4564489925,0
24,14,120,0.4239795086,0.6217851156,99.1929109361,0
24,14,128,0.5096399036,0.8218238873,109.9436322444,0
24,14,136,0.4884183459,0.7816687778,105.8175289367,0
24,14,144,0.4711154234,0.7589100379,103.6609946183,0
24,14,152,0.4528320673,0.7381839005,99.8497367254,0
24,14,160,0.4625561487,0.7001497709,102.2306400392,0
24,14,168,0.4438322358,0.6901876778,98.7713184611,0
24,14,176,0.4395465251,0.6535066083,100.7616898396,0
24,14,184,0.4236664991,0.6316576429,97.2015073930,0
24,14,192,0.4829565671,0.7401721454,106.8314673901,0
24,14,200,0.4655521138,0.7050377148,104.9690158150,0
24,14,208,0.4447757171,0.6927086942,100.9585194745,0
24,14,216,0.4318103808,0.6800884102,99.2558481245,0
24,14,224,0.4453977388,0.6736757135,102.1978212576,0
24,14,232,0.4303062703,0.6727672410,100.5127462121,0
24,14,240,0.4220222652,0.6191990908,100.6952481303,0
24,14,248,0.4083423843,0.5822832041,99.0045900284,0
24,14,256,0.5153142340,0.8366780496,111.2528008734,0
24,14,264,0.4912790026,0.8328297484,106.4535203774,0
24,14,272,0.4830820168,0.7543130317,105.6806370189,0
24,14,280,0.4606370224,0.7740530677,101.0680923596,0
24,14,288,0.4658706156,0.6968665528,103.2083959897,0
24,14,296,0.4439571510,0.7075979304,99.0527727367,0
24,14,304,0.4479225709,0.6453657578,102.1088582318,0
24,14,312,0.4278590247,0.6734870051,98.0241604756,0
24,14,320,0.4783376468,0.8002893493,104.1694235725,0
24,14,328,0.4610975045,0.7732960472,100.9365133170,0
24,14,336,0.4444859856,0.7663095024,98.5764170290,0
24,14,344,0.4302203535,0.7593884590,95.7089409592,0
24,14,352,0.4393187317,0.7331915397,98.9612335740,0
24,14,360,0.4243301289,0.7297766200,96.3303562105,0
24,14,368,0.4200526189,0.6669348105,98.1721662509,0
24,14,376,0.4065790870,0.6474204283,95.6967366957,0
24,14,384,0.4930169988,0.8997143641,107.8616413069,0
24,14,392,0.4742203235,0.8504041308,104.7002518638,0
24,14,400,0.4581365582,0.7859225049,102.2830973012,0
24,14,408,0.4415420102,0.7562579410,99.3293292054,0
24,14,416,0.4451939401,0.7181861526,100.1042393464,0
24,14,424,0.4288741980,0.7232131918,97.7288231568,0
24,14,432,0.4258514962,0.6684658357,99.3540284087,0
24,14,440,0.4115482901,0.6665537309,96.7148138094,0
24,14,448,0.4684519912,0.7577815597,105.8913870463,0
24,14,456,0.4449919102,0.7508814840,104.6225191189,0
24,14,464,0.4338820369,0.6499819886,100.3237004525,0
24,14,472,0.4174595943,0.6305985426,99.4183131409,0
24,14,480,0.4298939579,0.6231932344,101.1981919115,0
24,14,488,0.4265291294,0.6326800075,100.5082655879,0
24,14,496,0.4082055579,0.5896306577,100.5061986914,0
24,14,504,0.4265834526,0.5576767612,99.6939377087,0
24,14,512,0.5011838448,0.7678472339,110.1175700639,0
24,14,520,0.4689600860,0.7458948688,104.5389554502,0
24,14,528,0.4721955268,0.7071261224,105.1876067277,0
24,14,536,0.4423838929,0.6890206700,99.7685495209,0
24,14,544,0.4576773874,0.6484099402,103.1264086374,0
24,14,552,0.4268236760,0.6366282712,98.0327190802,0
24,14,560,0.4412228172,0.5960416928,102.8143005004,0
24,14,568,0.4133281585,0.5985272870,97.7767879004,0
24,14,576,0.4470075589,0.7351492446,101.3515076212,0
24,14,584,0.4242656560,0.7495835947,97.9777030877,0
24,14,592,0.4166011273,0.6782898649,96.7253064163,0
24,14,600,0.3982928482,0.7082924928,93.3671051074,0
24,14,608,0.4143023918,0.6286016541,97.5283826054,0
24,14,616,0.3940369725,0.6264452160,94.3109875918,0
24,14,624,0.3968371621,0.5760080828,97.2654273346,0
24,14,632,0.3797492246,0.5963949717,94.0753482457,0
24,14,640,0.4630251679,0.7663910903,102.8241613441,0
24,14,648,0.4393906746,0.7646332353,98.6639866518,0
24,14,656,0.4312544066,0.8145777587,97.7520963913,0
24,14,664,0.4114113222,0.7965227038,93.9947007710,0
24,14,672,0.4188977836,0.7646044686,95.8285367144,0
24,14,680,0.3984266408,0.7134433649,92.5898111308,0
24,14,688,0.4017722681,0.6853598575,95.9182881537,0
24,14,696,0.3848787032,0.6468786354,92.4557619315,0
24,14,704,0.4292075888,0.6907489523,99.5692788861,0
24,14,712,0.4108355025,0.6666635196,97.7430092268,0
24,14,720,0.3990143968,0.5809777846,94.9031620183,0
24,14,728,0.3860371505,0.5575198210,93.3532359004,0
24,14,736,0.3967358679,0.5173186373,96.0276082995,0
24,14,744,0.3812360506,0.4950824474,94.4615207727,0
24,14,752,0.3799141078,0.5013287870,95.8900774288,0
24,14,760,0.3635725464,0.4586744356,94.3744423903,0
24,14,768,0.4840631045,0.8431054571,107.2068065777,0
24,14,776,0.4563242158,0.8165471360,102.3620136689,0
24,14,784,0.4568397378,0.7514181148,102.9277537535,0
24,14,792,0.4311437712,0.7290104294,98.4067566519,0
24,14,800,0.4391382559,0.6775714296,100.2011894783,0
24,14,808,0.4138004478,0.6770534949,95.7507106095,0
24,14,816,0.4239231640,0.6269998108,100.6753833764,0
24,14,824,0.4004868270,0.6197258106,96.3749264349,0
24,14,832,0.4371795765,0.7018304745,99.9010231765,0
24,14,840,0.4175896717,0.6661157699,96.7506301431,0
24,14,848,0.4089795152,0.6113949353,95.8243158386,0
24,14,856,0.3929068640,0.5731021295,92.8368980410,0
24,14,864,0.4043821757,0.5440645945,95.8505169919,0
24,14,872,0.3875222646,0.5247498576,93.1449115080,0
24,14,880,0.3877933004,0.4975767619,96.2369805199,0
24,14,888,0.3686942474,0.4606575527,93.8659804161,0
24,14,896,0.4564495141,0.6640809067,103.8973221946,0
24,14,904,0.4346337337,0.6035688004,100.7026647258,0
24,14,912,0.4263689320,0.6026336738,99.5216492912,0
24,14,920,0.4068921854,0.5633258201,96.5773418142,0
24,14,928,0.4128610210,0.5426853048,97.2346709336,0
24,14,936,0.3940726854,0.5252671813,94.7007015679,0
24,14,944,0.3956789333,0.5065704223,97.8941197477,0
24,14,952,0.3746038033,0.4612353382,95.1650827906,0
24,14,960,0.4250903140,0.5586084008,101.7726520157,0
24,14,968,0.4064358224,0.5481400502,100.5901974812,0
24,14,976,0.3961357294,0.4972935827,97.8192056073,0
24,14,984,0.3858463919,0.4553933057,96.8490210793,0
24,14,992,0.3927881722,0.4763027908,98.2109107336,0
24,14,1000,0.4014456191,0.4546490155,97.5718891907,0
24,14,1008,0.3913467098,0.4347791385,98.7280212308,0
24,14,1016,0.4104172528,0.4070580528,98.1427713667,0
24,14,1024,0.4929941362,0.7578884804,109.4010793892,0
24,14,1032,0.4555772040,0.6868777862,103.6716592275,0
24,14,1040,0.4628667606,0.6911493995,104.2235878078,0
24,14,1048,0.4274082723,0.6277545168,98.6877450256,0
24,14,1056,0.4489079677,0.6270545629,102.4795776398,0
24,14,1064,0.4119598584,0.5659179940,97.2267968829,0
24,14,1072,0.4322234285,0.5959932763,101.8837544902,0
24,14,1080,0.3982444269,0.5517202514,96.6889632686,0
24,14,1088,0.4358814864,0.5892896139,101.0669157932,0
24,14,1096,0.4072622005,0.5569971378,96.9445986529,0
24,14,1104,0.4029441470,0.5616106786,96.1283930553,0
24,14,1112,0.3785273223,0.5269144633,92.1577257129,0
24,14,1120,0.4020899939,0.4817259780,97.1317101605,0
24,14,1128,0.3754317445,0.4728453427,93.4406874303,0
24,14,1136,0.3833784692,0.5049260897,96.4961124577,0
24,14,1144,0.3602881558,0.4905427821,93.0264223853,0
24,14,1152,0.4441539729,0.6512848268,101.6475766341,0
24,14,1160,0.4152249747,0.6263341909,97.2461897610,0
24,14,1168,0.4094043426,0.6811919173,96.2973166575,0
24,14,1176,0.3843186594,0.6148339448,92.5355856752,0
24,14,1184,0.3968069964,0.6015445867,94.7901128187,0
24,14,1192,0.3708499394,0.5590336436,91.3045409827,0
24,14,1200,0.3789977627,0.5568676637,94.6008709425,0
24,14,1208,0.3572754933,0.5243841861,90.9978141307,0
24,14,1216,0.4090194897,0.5683298343,98.4127809003,0
24,14,1224,0.3858898081,0.5588822957,96.5135329820,0
24,14,1232,0.3754483965,0.5404699685,93.6282229995,0
24,14,1240,0.3583146152,0.5346855715,92.0542963509,0
24,14,1248,0.3738311552,0.4692317840,94.9798150786,0
24,14,1256,0.3537522022,0.4768954550,93.3276158233,0
24,14,1264,0.3561317350,0.4210201481,94.7270134512,0
24,14,1272,0.3350450923,0.3818206793,93.1500719892,0
24,14,1280,0.4686721763,0.7959457105,104.4014765237,0
24,14,1288,0.4363023829,0.7233093617,99.4524269756,0
24,14,1296,0.4414393499,0.7635028725,99.6952573915,0
24,14,1304,0.4110559424,0.7214927799,95.0038449072,0
24,14,1312,0.4223716151,0.6804226430,97.3326268331,0
24,14,1320,0.3919254819,0.6506681851,92.9984251509,0
24,14,1328,0.4086888530,0.6379921724,97.4931009738,0
24,14,1336,0.3808383734,0.6232587953,93.1703148830,0
24,14,1344,0.4183233581,0.6376123339,97.2472269272,0
24,14,1352,0.3945134004,0.6264790809,93.7073587873,0
24,14,1360,0.3894679684,0.6321364064,92.7326371465,0
24,14,1368,0.3693739076,0.5794595101,89.5360218008,0
24,14,1376,0.3841842836,0.5442232776,93.3013953717,0
24,14,1384,0.3631807989,0.4919957596,90.3922176638,0
24,14,1392,0.3691039791,0.4737717996,93.2958014493,0
24,14,1400,0.3496061460,0.4187316805,90.7117570229,0
24,14,1408,0.4339148347,0.6292677678,100.8285662118,0
24,14,1416,0.4080528438,0.5565323689,97.4730387057,0
24,14,1424,0.4027454598,0.5705120190,95.9920395824,0
24,14,1432,0.3795694626,0.5012770344,93.0021855665,0
24,14,1440,0.3877207529,0.5037321372,94.0967596541,0
24,14,1448,0.3649575290,0.4546328408,91.4436428886,0
24,14,1456,0.3725812930,0.4244405269,94.4120992847,0
24,14,1464,0.3524719626,0.3807457537,91.6193451521,0
24,14,1472,0.4015161069,0.4782511218,98.8762112957,0
24,14,1480,0.3694889240,0.4763512028,97.4814639467,0
24,14,1488,0.3712492385,0.4222442746,94.4733072155,0
24,14,1496,0.3520353613,0.3831814039,93.3351668360,0
24,14,1504,0.3672071066,0.4068545822,95.3416944253,0
24,14,1512,0.3633681707,0.3690200738,94.6212367283,0
24,14,1520,0.3546018993,0.3734650967,95.6683901773,0
24,14,1528,0.3705695158,0.3460808909,94.8285773902,0
24,14,1536,0.4705783266,0.7000537358,107.6845310080,0
24,14,1544,0.4326952368,0.6166104525,102.0847849688,0
24,14,1552,0.4450572870,0.6675247282,104.1122089648,0
24,14,1560,0.4100333756,0.5997851751,98.6757551919,0
24,14,1564,0.3673808254,0.5526625163,96.6247656731,1
